date,fiscal_year,quarter,product_number,payment_type,type_of_product,quantity,price,amount,type_of_accessory/mobile
2019-02-18,2018,4,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-02-19,2018,4,P/A/47,DEBIT,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
2020-01-02,2019,4,P/M/A11,DEBIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2020-01-04,2019,4,P/M/A11,CASH,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2019-02-19,2018,4,P/M/A58,MOBILE PAYMENTS,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-02-20,2018,4,P/M/A22,DEBIT,MOBILE,1,29848.22,30348.22,PREMIUM MIDRANGE PHONE
2019-02-21,2018,4,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2020-02-20,2019,4,P/M/A11,CASH,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2021-01-31,2020,4,P/M/A11,CASH,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
2019-03-07,2018,4,P/M/A20,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-10,2018,4,P/M/A10,DEBIT,MOBILE,5,17348.22,89241.08,MIDRANGE PHONE
2019-03-22,2018,4,P/M/A20,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-02-22,2018,4,P/M/A22,CREDIT,MOBILE,1,29848.22,30348.22,PREMIUM MIDRANGE PHONE
2019-02-22,2018,4,P/M/A33,CREDIT,MOBILE,3,8339.29,26517.86,BUDGET PHONE
2019-02-24,2018,4,P/A/3,CREDIT,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
2019-02-24,2018,4,P/A/50,MOBILE PAYMENTS,ACCESSORY,1,2211.86,2711.86,WIRELESS HEADSET
2019-02-24,2018,4,P/M/A22,DEBIT,MOBILE,1,29848.22,30348.22,PREMIUM MIDRANGE PHONE
2019-02-24,2018,4,P/M/A59,DEBIT,MOBILE,1,10205.36,10705.36,BUDGET PHONE
2019-02-25,2018,4,P/A/22,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-02-25,2018,4,P/M/A55,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-02-25,2018,4,P/M/A59,CREDIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
2019-03-10,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-02-26,2018,4,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-02-26,2018,4,P/M/A24,MOBILE PAYMENTS,MOBILE,1,906.24,1406.24,BUDGET PHONE
2019-02-26,2018,4,P/M/A58,CREDIT,MOBILE,1,9312.5,9812.5,BUDGET PHONE
2019-02-27,2018,4,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-02-27,2018,4,P/M/A19,MOBILE PAYMENTS,MOBILE,1,30741.08,31241.08,PREMIUM MIDRANGE PHONE
2019-02-27,2018,4,P/M/A60,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
2019-02-28,2018,4,P/A/50,MOBILE PAYMENTS,ACCESSORY,1,2169.5,2669.5,WIRELESS HEADSET
2019-03-01,2018,4,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-03-10,2018,4,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-02,2018,4,P/A/47,CREDIT,ACCESSORY,1,1406.78,1906.78,WIRELESS HEADSET
2019-03-13,2018,4,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2020-03-12,2019,4,P/M/A20,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-02,2018,4,P/M/A24,MOBILE PAYMENTS,MOBILE,1,973.22,1473.22,BUDGET PHONE
2019-03-19,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-04,2018,4,P/M/A10,MOBILE PAYMENTS,MOBILE,1,16828.58,17328.58,MIDRANGE PHONE
2019-03-07,2018,4,P/M/A10,DEBIT,MOBILE,1,16828.58,17328.58,MIDRANGE PHONE
2019-03-19,2018,4,P/M/A10,CREDIT,MOBILE,1,16828.58,17328.58,MIDRANGE PHONE
2019-03-04,2018,4,P/A/12,DEBIT,ACCESSORY,1,474.58,974.58,BATTERY
2019-03-04,2018,4,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2019-03-05,2018,4,P/A/20,DEBIT,ACCESSORY,1,685.6,1185.6,BATTERY
2019-03-06,2018,4,P/A/26,MOBILE PAYMENTS,ACCESSORY,1,2295.76,2795.76,CHARGER 
2019-03-06,2018,4,P/A/47,CREDIT,ACCESSORY,1,1364.4,1864.4,WIRELESS HEADSET
2019-03-06,2018,4,P/M/A45,DEBIT,MOBILE,1,75303.58,75803.58,FLAGSHIP PHONE
2019-03-06,2018,4,P/M/A45,CREDIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-06,2018,4,P/M/A46,DEBIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
2019-03-06,2018,4,P/M/A46,CREDIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
2019-03-06,2018,4,P/M/A46,DEBIT,MOBILE,1,81553.58,82053.58,LUXURY PHONE
2019-03-23,2018,4,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-29,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-31,2018,4,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-01-18,2018,4,P/M/A14,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-01-27,2018,4,P/M/A20,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-07,2018,4,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2019-03-07,2018,4,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-07,2018,4,P/M/A45,DEBIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-02-19,2018,4,P/M/A20,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-02-27,2018,4,P/M/A20,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-08,2018,4,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-08,2018,4,P/M/A61,CREDIT,MOBILE,1,10205.36,10705.36,BUDGET PHONE
2019-03-09,2018,4,P/M/A1,CREDIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-09,2018,4,P/M/A25,MOBILE PAYMENTS,MOBILE,1,1285.72,1785.72,BUDGET PHONE
2019-03-09,2018,4,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-09,2018,4,P/M/A45,DEBIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-03,2018,4,P/M/A14,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-10,2018,4,P/A/50,CREDIT,ACCESSORY,1,2254.24,2754.24,WIRELESS HEADSET
2019-03-10,2018,4,P/A/50,DEBIT,ACCESSORY,1,2338.98,2838.98,WIRELESS HEADSET
2019-03-03,2018,4,P/M/A20,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2021-01-18,2020,4,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2019-03-04,2018,4,P/M/A20,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-10,2018,4,P/M/A46,MOBILE PAYMENTS,MOBILE,1,64589.28,65089.28,FLAGSHIP PHONE
2019-03-05,2018,4,P/M/A20,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-22,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.21,17848.21,MIDRANGE PHONE
2019-03-11,2018,4,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,COVER
2019-03-11,2018,4,P/M/A10,DEBIT,MOBILE,2,17348.21,35696.42,MIDRANGE PHONE
2019-03-11,2018,4,P/M/A46,MOBILE PAYMENTS,MOBILE,1,81553.58,82053.58,LUXURY PHONE
2019-03-05,2018,4,P/M/A20,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-07,2018,4,P/M/A20,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-03-13,2018,4,P/A/22,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-03-13,2018,4,P/A/50,CREDIT,ACCESSORY,1,2254.24,2754.24,WIRELESS HEADSET
2019-03-02,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-03,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-07,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-13,2018,4,P/M/A43,DEBIT,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
2019-03-13,2018,4,P/M/A46,DEBIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
2019-03-13,2018,4,P/M/A59,CREDIT,MOBILE,1,10205.36,10705.36,BUDGET PHONE
2019-03-13,2018,4,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
2019-03-13,2018,4,P/M/A61,DEBIT,MOBILE,1,10214.28,10714.28,BUDGET PHONE
2019-03-13,2018,4,P/T/S1,CASH,TABLET,1,7550.85,8050.85,BUDGET TABLET
2019-03-14,2018,4,P/A/13,CREDIT,ACCESSORY,1,474.58,974.58,BATTERY
2019-03-14,2018,4,P/A/22,DEBIT,ACCESSORY,1,474.58,974.58,CHARGER 
2019-03-15,2018,4,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2019-03-15,2018,4,P/M/A60,DEBIT,MOBILE,1,13776.78,14276.78,BUDGET PHONE
2019-03-08,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-08,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-09,2018,4,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-16,2018,4,P/M/A45,DEBIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-16,2018,4,P/M/A46,DEBIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
2019-01-15,2018,4,P/T/S4,DEBIT,TABLET,1,14754.24,15254.24,MIDRANGE TAB
2019-03-17,2018,4,P/M/A1,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-17,2018,4,P/T/S4,MOBILE PAYMENTS,TABLET,1,14745.76,15245.76,MIDRANGE TAB
2020-03-08,2019,4,P/M/A70,CASH,MOBILE,1,14677.68,15177.68,MIDRANGE PHONE
2019-03-12,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-17,2018,4,P/M/A24,DEBIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
2019-03-17,2018,4,P/M/A39,MOBILE PAYMENTS,MOBILE,1,31553.58,32053.58,PREMIUM MIDRANGE PHONE
2019-03-17,2018,4,P/M/A43,DEBIT,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
2019-03-17,2018,4,P/M/A45,DEBIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-17,2018,4,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-06,2018,4,P/M/A7,CASH,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
2019-03-13,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-18,2018,4,P/A/50,DEBIT,ACCESSORY,1,2254.24,2754.24,WIRELESS HEADSET
2019-03-11,2018,4,P/M/A7,DEBIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
2019-03-13,2018,4,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-12,2018,4,P/M/A7,CASH,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
2019-03-19,2018,4,P/A/1,CREDIT,ACCESSORY,1,20677.96,21177.96,GALAXY WATCH
2019-03-19,2018,4,P/A/47,CREDIT,ACCESSORY,3,1449.15,5847.46,WIRELESS HEADSET
2019-03-19,2018,4,P/A/47,CREDIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2019-03-17,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-17,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-19,2018,4,P/M/A37,DEBIT,MOBILE,2,20482.14,41964.29,MIDRANGE PHONE
2019-03-19,2018,4,P/M/A57,MOBILE PAYMENTS,MOBILE,1,8428.58,8928.58,BUDGET PHONE
2019-03-20,2018,4,P/A/21,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-03-18,2018,4,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-31,2018,4,P/M/A7,CASH,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
2020-01-27,2019,4,P/M/A8,CASH,MOBILE,1,13784.82,14284.82,BUDGET PHONE
2019-03-22,2018,4,P/M/A1,MOBILE PAYMENTS,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-18,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2020-02-16,2019,4,P/M/A8,CASH,MOBILE,1,13784.82,14284.82,BUDGET PHONE
2019-03-20,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-22,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-22,2018,4,P/M/A53,CREDIT,MOBILE,1,5392.86,5892.86,BUDGET PHONE
2019-01-01,2018,4,P/M/A64,CASH,MOBILE,1,13776.78,14276.78,BUDGET PHONE
2019-03-23,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-24,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-25,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-27,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-23,2018,4,P/M/A55,CREDIT,MOBILE,1,6375.0,6875.0,BUDGET PHONE
2019-03-24,2018,4,P/A/44,MOBILE PAYMENTS,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
2019-01-10,2018,4,P/M/A64,MOBILE PAYMENTS,MOBILE,1,13776.78,14276.78,BUDGET PHONE
2019-03-24,2018,4,P/A/50,CREDIT,ACCESSORY,1,2211.86,2711.86,WIRELESS HEADSET
2019-03-24,2018,4,P/M/A1,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-24,2018,4,P/M/A22,DEBIT,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
2020-01-01,2019,4,P/M/A8,CASH,MOBILE,1,12891.96,13391.96,BUDGET PHONE
2019-03-24,2018,4,P/T/S1,CASH,TABLET,1,7550.84,8050.84,BUDGET TABLET
2019-03-25,2018,4,P/M/A1,CREDIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-25,2018,4,P/M/A1,MOBILE PAYMENTS,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-30,2018,4,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-30,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2020-01-19,2019,4,P/M/A8,CASH,MOBILE,1,12891.96,13391.96,BUDGET PHONE
2019-03-30,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2020-02-06,2019,4,P/M/A8,CASH,MOBILE,1,12891.96,13391.96,BUDGET PHONE
2019-03-26,2018,4,P/A/34,DEBIT,ACCESSORY,1,4584.74,5084.74,COVER
2020-02-08,2019,4,P/M/A8,CASH,MOBILE,1,12891.96,13391.96,BUDGET PHONE
2019-03-26,2018,4,P/M/A1,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-26,2018,4,P/M/A1,CREDIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-26,2018,4,P/M/A1,MOBILE PAYMENTS,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-26,2018,4,P/M/A22,CREDIT,MOBILE,1,35205.36,35705.36,PREMIUM MIDRANGE PHONE
2019-03-31,2018,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-03-31,2018,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-01-28,2018,4,P/M/A64,MOBILE PAYMENTS,MOBILE,3,12133.93,37901.79,BUDGET PHONE
2019-03-28,2018,4,P/A/1,MOBILE PAYMENTS,ACCESSORY,1,20677.96,21177.96,GALAXY WATCH
2019-03-29,2018,4,P/A/50,MOBILE PAYMENTS,ACCESSORY,1,2254.24,2754.24,WIRELESS HEADSET
2019-01-02,2018,4,P/M/A60,CASH,MOBILE,1,11098.22,11598.22,BUDGET PHONE
2019-03-30,2018,4,P/A/21,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-03-30,2018,4,P/A/21,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-03-30,2018,4,P/A/47,DEBIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2019-03-30,2018,4,P/M/A43,CREDIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
2019-03-30,2018,4,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-31,2018,4,P/A/13,DEBIT,ACCESSORY,1,474.58,974.58,BATTERY
2019-01-03,2018,4,P/M/A59,CASH,MOBILE,1,11098.22,11598.22,BUDGET PHONE
2019-03-31,2018,4,P/A/31,CREDIT,ACCESSORY,1,771.18,1271.18,COVER
2019-01-10,2018,4,P/M/A60,CASH,MOBILE,1,11098.22,11598.22,BUDGET PHONE
2019-03-31,2018,4,P/A/47,CREDIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2019-03-31,2018,4,P/A/47,DEBIT,ACCESSORY,1,1406.78,1906.78,WIRELESS HEADSET
2019-03-31,2018,4,P/A/50,CREDIT,ACCESSORY,1,2254.24,2754.24,WIRELESS HEADSET
2019-03-31,2018,4,P/M/A1,MOBILE PAYMENTS,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-31,2018,4,P/M/A23,MOBILE PAYMENTS,MOBILE,1,758.92,1258.92,BUDGET PHONE
2020-01-17,2019,4,P/M/A4,CASH,MOBILE,1,10213.4,10713.4,BUDGET PHONE
2019-03-31,2018,4,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-03-31,2018,4,P/M/A46,CREDIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
2020-01-19,2019,4,P/M/A4,CASH,MOBILE,1,10213.4,10713.4,BUDGET PHONE
2020-02-09,2019,4,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2020-03-21,2019,4,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-02-04,2018,4,P/M/A59,MOBILE PAYMENTS,MOBILE,1,10205.36,10705.36,BUDGET PHONE
2019-03-11,2018,4,P/M/A59,CASH,MOBILE,3,10205.36,32116.08,BUDGET PHONE
2020-03-08,2019,4,P/M/A4,CASH,MOBILE,1,9901.78,10401.78,BUDGET PHONE
2020-01-11,2019,4,P/M/A11,CREDIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2020-01-12,2019,4,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2020-01-12,2019,4,P/M/A11,DEBIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2020-01-14,2019,4,P/M/A11,CREDIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2020-01-17,2019,4,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2020-02-07,2019,4,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2020-01-27,2019,4,P/T/S2,DEBIT,TABLET,1,9661.02,10161.02,BUDGET TABLET
2020-03-01,2019,4,P/M/A11,CREDIT,MOBILE,1,17356.24,17856.24,MIDRANGE PHONE
2020-03-02,2019,4,P/T/S2,MOBILE PAYMENTS,TABLET,1,9661.02,10161.02,BUDGET TABLET
2020-03-06,2019,4,P/M/A71,MOBILE PAYMENTS,MOBILE,1,17794.64,18294.64,MIDRANGE PHONE
2019-03-06,2018,4,P/M/A60,CASH,MOBILE,2,9321.43,19642.86,BUDGET PHONE
2020-02-03,2019,4,P/M/A2,CASH,MOBILE,1,8427.68,8927.68,BUDGET PHONE
2019-02-11,2018,4,P/M/A13,MOBILE PAYMENTS,MOBILE,1,18562.5,19062.5,MIDRANGE PHONE
2019-03-24,2018,4,P/A/44,CASH,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
2020-02-05,2019,4,P/A/44,CASH,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
2019-01-06,2018,4,P/M/A20,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-01-06,2018,4,P/M/A20,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-01-08,2018,4,P/M/A20,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-01-03,2018,4,P/M/A1,CASH,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2020-01-08,2019,4,P/M/A11,MOBILE PAYMENTS,MOBILE,1,19141.96,19641.96,MIDRANGE PHONE
2020-01-09,2019,4,P/M/A11,DEBIT,MOBILE,1,19141.96,19641.96,MIDRANGE PHONE
2020-01-15,2019,4,P/M/A11,MOBILE PAYMENTS,MOBILE,1,19141.96,19641.96,MIDRANGE PHONE
2020-01-15,2019,4,P/M/A11,DEBIT,MOBILE,1,19141.96,19641.96,MIDRANGE PHONE
2020-01-19,2019,4,P/M/A11,CREDIT,MOBILE,1,19141.96,19641.96,MIDRANGE PHONE
2020-01-26,2019,4,P/M/A11,CREDIT,MOBILE,1,19141.96,19641.96,MIDRANGE PHONE
2019-01-12,2018,4,P/M/A58,MOBILE PAYMENTS,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-31,2018,4,P/M/A13,CREDIT,MOBILE,1,19142.86,19642.86,MIDRANGE PHONE
2019-03-10,2018,4,P/M/A10,CREDIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
2019-03-31,2018,4,P/M/A13,CREDIT,MOBILE,1,19500.0,20000.0,MIDRANGE PHONE
2019-02-11,2018,4,P/M/A20,MOBILE PAYMENTS,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2019-02-15,2018,4,P/M/A20,CREDIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2019-01-31,2018,4,P/M/A58,CASH,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-02-01,2018,4,P/M/A58,CASH,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-02,2018,4,P/M/A20,CREDIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2019-03-09,2018,4,P/M/A10,CREDIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2019-02-08,2018,4,P/M/A58,CASH,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-02-13,2018,4,P/M/A58,CASH,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-17,2018,4,P/M/A1,CASH,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-23,2018,4,P/M/A10,DEBIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2019-03-25,2018,4,P/M/A10,CREDIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2019-03-28,2018,4,P/M/A10,CREDIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2019-03-30,2018,4,P/M/A10,MOBILE PAYMENTS,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2020-03-16,2019,4,P/M/A20,MOBILE PAYMENTS,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
2021-01-11,2020,4,P/M/A12,CREDIT,MOBILE,1,20261.86,20761.86,MIDRANGE PHONE
2019-03-18,2018,4,P/M/A1,MOBILE PAYMENTS,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2019-03-26,2018,4,P/M/A1,CASH,MOBILE,1,7080.36,7580.36,BUDGET PHONE
2020-01-01,2019,4,P/M/A24,MOBILE PAYMENTS,MOBILE,1,973.22,1473.22,BUDGET PHONE
2019-01-31,2018,4,P/M/A58,CASH,MOBILE,15,6598.21,106473.21,BUDGET PHONE
2019-03-02,2018,4,P/M/A56,CASH,MOBILE,1,5026.79,5526.79,BUDGET PHONE
2021-01-15,2020,4,P/M/A65,CASH,MOBILE,1,5007.62,5507.62,BUDGET PHONE
2020-01-03,2019,4,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,2126.28,2626.28,COVER
2020-01-03,2019,4,P/M/A2,DEBIT,MOBILE,1,8427.68,8927.68,BUDGET PHONE
2020-01-03,2019,4,P/M/A8,CREDIT,MOBILE,1,12891.96,13391.96,BUDGET PHONE
2020-01-04,2019,4,P/A/35,DEBIT,ACCESSORY,1,2042.38,2542.38,COVER
2019-03-23,2018,4,P/M/A20,DEBIT,MOBILE,1,20919.64,21419.64,MIDRANGE PHONE
2020-01-05,2019,4,P/A/47,CREDIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
2020-01-06,2019,4,P/A/5,DEBIT,ACCESSORY,1,16448.3,16948.3,GALAXY WATCH
2020-01-20,2019,4,P/M/A12,CREDIT,MOBILE,1,20927.68,21427.68,MIDRANGE PHONE
2020-01-31,2019,4,P/M/A12,CREDIT,MOBILE,1,20927.68,21427.68,MIDRANGE PHONE
2020-01-06,2019,4,P/M/A29,CREDIT,MOBILE,1,482.14,982.14,BUDGET PHONE
2020-01-06,2019,4,P/M/A29,MOBILE PAYMENTS,MOBILE,1,482.14,982.14,BUDGET PHONE
2020-01-06,2019,4,P/M/A29,DEBIT,MOBILE,1,482.14,982.14,BUDGET PHONE
2020-01-06,2019,4,P/M/A8,CREDIT,MOBILE,1,13784.82,14284.82,BUDGET PHONE
